"join_id","Sample Code","Location","variety","Ind_ID","Life_S","Large Ind?","Type of analysis","Supplement for Carageenan","...10","PE_mg_per_g_sample_mean","PE_mg_per_mL_mean","PE_scaled_mean","X455_mean","X564_mean","X592_mean","Xred_mean","total_PE_mg_mean","PE_mg_per_g_sample_sd","PE_mg_per_mL_sd","PE_scaled_sd","X455_sd","X564_sd","X592_sd","Xred_sd","total_PE_mg_sd","PE_mg_per_g_sample_se","PE_mg_per_mL_se","PE_scaled_se","X455_se","X564_se","X592_se","Xred_se","total_PE_mg_se","PE_mg_per_g_sample_cv","PE_mg_per_mL_cv","PE_scaled_cv","X455_cv","X564_cv","X592_cv","Xred_cv","total_PE_mg_cv","PE_mg_per_g_sample_max_dev_pct","PE_mg_per_mL_max_dev_pct","PE_scaled_max_dev_pct","X455_max_dev_pct","X564_max_dev_pct","X592_max_dev_pct","Xred_max_dev_pct","total_PE_mg_max_dev_pct","PE_mg_per_g_sample_n","PE_mg_per_mL_n","PE_scaled_n","X455_n","X564_n","X592_n","Xred_n","total_PE_mg_n","PE_mg_per_g_sample_included_rows","PE_mg_per_mL_included_rows","PE_scaled_included_rows","X455_included_rows","X564_included_rows","X592_included_rows","Xred_included_rows","total_PE_mg_included_rows","PE_mg_per_g_sample_excluded_rows","PE_mg_per_mL_excluded_rows","PE_scaled_excluded_rows","X455_excluded_rows","X564_excluded_rows","X592_excluded_rows","Xred_excluded_rows","total_PE_mg_excluded_rows","join_ids","avg_sample_weight","replicate_date","replicate_count"
"Lab_15","R03","Caro Caido","C.Cham","CC11","Gam","No","Full",NA,NA,0.0254884325976755,0.000192,25.4884325976755,0.0192222222222222,0.00933333333333334,0.00477777777777778,6220.33333333333,0.000288,0.00486630515485896,6.34980314655504e-05,4.86630515485896,0.00316812831764072,0.00066666666666666,0.00050917507721731,1489.07902185657,9.52470471983255e-05,0.00280956259111668,3.66606055596468e-05,2.80956259111668,0.00182911973701715,0.00038490017945975,0.00029397236789606,859.720174113518,5.49909083394703e-05,0.190922103044608,0.330718913883075,0.190922103044608,0.164815924039113,0.0714285714285713,0.106571527789671,0.239388943013221,0.330718913883075,20.7996968409446,37.5000000000002,20.7996968409446,16.7630057803468,7.14285714285715,11.6279069767442,26.6973902791919,37.5000000000001,3,3,3,3,3,3,3,3,124,125,124,134,135,345,345,125,35,34,35,25,24,12,12,34,"D08, D09, D10, D11, D12",18.98,"2025-05-06",5
"Lab_16","R01","7H","F. Glom","many","Carp",NA,"Full",NA,NA,0.030286991764597,0.00024,30.286991764597,0.0184444444444444,0.0124444444444444,0.00844444444444445,12332.6666666667,0.00036,0.0267287522895056,0.00014598630072715,26.7287522895056,0.00892146807384259,0.00793258633271179,0.00634501846011966,9885.13056733867,0.00021897945109073,0.0154318523294489,8.42852300228218e-05,15.4318523294489,0.00515081199399967,0.0045798808545611,0.00366329811596323,5707.18279402758,0.00012642784503423,0.882515916313264,0.608276253029822,0.882515916313264,0.483694052196285,0.63743997316434,0.75138376501417,0.801540399535543,0.608276253029822,100.066285476295,70,100.066285476295,51.8072289156626,68.75,77.6315789473684,80.3908319368615,70,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D11, D12, E02",15.2666666666667,"Mixed (2025-05-06; 2025-05-12)",3
"Lab_17","R02","7H","F. Glom","many","Gam/Tetra",NA,"Full",NA,NA,0.00902244897959187,6.40000000000003e-05,9.02244897959187,0.0171111111111111,0.00777777777777778,0.00477777777777777,6428.66666666667,9.60000000000004e-05,0.00858008382247321,4.99599839871872e-05,8.58008382247321,0.00643198028373614,0.00167774098561572,0.00069388866648871,4401.73480951923,7.49399759807808e-05,0.00495371370457446,2.88444102037119e-05,4.95371370457446,0.00371350554823742,0.0009686442096757,0.00040061680838488,2541.34277717728,4.32666153055679e-05,0.950970611402818,0.780624749799796,0.950970611402818,0.375894951646917,0.21570955529345,0.14523251159066,0.68470415993766,0.780624749799796,103.573852069667,87.4999999999996,103.573852069667,42.2077922077922,22.8571428571429,16.2790697674419,70.0404438452764,87.4999999999996,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E02, E03, E05",14.6,"Mixed (2025-05-06; 2025-05-12)",3
"Lab_18","R04","7H","F. Glom","many","Carp",NA,"Full",NA,NA,0.0077762762651397,6.39999999999994e-05,7.7762762651397,0.011,0.00622222222222222,0.00322222222222223,4279,9.59999999999991e-05,0.00412804793173764,1.38564064605509e-05,4.12804793173764,0.002,0.00038490017945975,0.00107151675122144,1589.45399430119,2.07846096908264e-05,0.0023833295846164,7.99999999999996e-06,2.3833295846164,0.00115470053837925,0.00022222222222222,0.00061864048475889,917.671691474317,1.19999999999999e-05,0.53085150153979,0.216506350946111,0.53085150153979,0.181818181818182,0.0618589574131745,0.33253968141355,0.371454544122736,0.216506350946111,61.0969314761191,25.0000000000001,61.0969314761191,18.1818181818182,7.14285714285717,37.9310344827586,42.0191633559243,25.0000000000001,3,3,3,3,3,3,3,3,124,124,124,123,134,124,124,124,3,3,3,4,2,3,3,3,"E05, E06, E07, E08",13.925,"Mixed (2025-05-06; 2025-05-12)",4
"Lab_19","R04","7H","F. Glom","many","Gam/Tetra",NA,"Full",NA,NA,0.00048582995951416,7.99999999999994e-06,0.485829959514166,0.0137777777777778,0.00611111111111111,0.00411111111111111,1935,1.19999999999999e-05,0.00084148217371765,1.38564064605506e-05,0.841482173717651,0.00214303350244288,0.00157527187541754,0.00157527187541753,358.233164293872,2.0784609690826e-05,0.00048582995951415,7.99999999999979e-06,0.485829959514157,0.00123728096951778,0.00090948364131916,0.00090948364131915,206.826013837718,1.19999999999997e-05,1.73205080756884,1.73205080756884,1.73205080756884,0.155542754209564,0.257771761431961,0.383174239966427,0.185133418239727,1.73205080756884,199.999999999996,199.999999999996,199.999999999996,17.741935483871,29.0909090909091,43.2432432432431,19.6899224806202,199.999999999996,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E10, E11, E12",25.4,"2025-05-12",3
"Lab_20","R01","Powder Ilo","C.Cham","many","Unknown",NA,"Full",NA,NA,0.0476041412580968,0.00056,47.6041412580968,0.0118888888888889,0.0112222222222222,0.00522222222222222,13260.6666666667,0.00084,0.0195623830746649,0.00010822199406775,19.5623830746649,0.00236486629486586,0.00252395926480012,0.00283496684937179,9405.58027626862,0.00016233299110162,0.0112943471341484,6.24819974072533e-05,11.2943471341484,0.00136535619193828,0.001457208560956,0.00163676887362847,5430.31430438832,9.37229961108799e-05,0.410938682174791,0.193253560835267,0.410938682174791,0.198913987418624,0.224907261219813,0.542865992432897,0.709284119169621,0.193253560835267,46.6173247174699,20,46.6173247174699,21.4953271028037,25.7425742574258,55.3191489361702,81.8686843295963,20,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E12, F02, F03",20.0333333333333,"Mixed (2025-05-06; 2025-05-12)",3
"Lab_21","R02","Powder Ilo","C.Cham","many","Unknown",NA,"Full",NA,NA,0.120911158277744,0.000792,120.911158277744,0.0144444444444444,0.0164444444444444,0.00744444444444445,38820.6666666667,0.001188,0.00582007597687095,2.4e-05,5.82007597687095,0.00050917507721731,0.00050917507721731,0.00050917507721731,4166.16998373006,3.6e-05,0.00336022243195052,1.3856406460551e-05,3.36022243195052,0.00029397236789606,0.00029397236789606,0.00029397236789606,2405.33936159629,2.07846096908265e-05,0.0481351436854297,0.0303030303030303,0.0481351436854298,0.0352505822688911,0.0309633492902422,0.06839665216352,0.107318352348321,0.0303030303030303,5.44932479029003,3.03030303030304,5.44932479029003,3.84615384615383,3.37837837837838,7.46268656716417,12.2915629132249,3.03030303030303,3,3,3,3,3,3,3,3,123,123,123,136,126,136,123,123,456,456,456,245,345,245,456,456,"F02, F03, F04, F05, F06",16.85,"Mixed (2025-05-06; 2025-05-12)",6
"Lab_22","R03","Powder Ilo","C.Cham","many","Unknown",NA,"Full",NA,NA,0.030074948245388,0.000552,30.074948245388,0.0103333333333333,0.0112222222222222,0.00488888888888889,6318,0.000828,0.0095788557252973,2.39999999999999e-05,9.5788557252973,0.00088191710368819,0.00069388866648871,0.00019245008972987,1351.97226302909,3.59999999999999e-05,0.00553035493152898,1.3856406460551e-05,5.53035493152898,0.00050917507721731,0.00040061680838488,0.00011111111111111,780.561549996753,2.07846096908265e-05,0.318499491574893,0.0434782608695651,0.318499491574892,0.0853468164859548,0.0618316633504791,0.0393647910811106,0.213987379396817,0.0434782608695651,36.4852080194159,4.34782608695655,36.4852080194159,9.67741935483873,6.93069306930693,4.54545454545452,23.6942070275404,4.34782608695655,3,3,3,3,3,3,3,3,345,245,345,134,124,124,345,245,12,13,12,25,35,35,12,13,"F05, F06, F07, F08, F09",18.52,"Mixed (2025-05-06; 2025-05-12)",5
"Lab_23","R01","Ilo mariculture","C.Cham","many",NA,"Yes","Full",NA,"The best way to enjoy all that we have to offer is the only way",0.0468688524590164,0.00076,46.8688524590164,0.0137777777777778,0.0121111111111111,0.00377777777777778,11709,0.00114,0.0184434098192794,0.00030389471861156,18.4434098192794,0.00386340858904749,0.00422075998071613,0.00126197963240006,3271.27864909121,0.00045584207791734,0.0106483076239356,0.00017545369759569,10.6483076239356,0.00223053998887608,0.00243685691105126,0.00072860428047799,1888.67360864708,0.00026318054639353,0.393511017480254,0.399861471857318,0.393511017480254,0.280408687914737,0.348503117673809,0.334053432105897,0.279381556844411,0.399861471857318,42.392444910808,43.1578947368422,42.392444910808,32.258064516129,39.4495412844037,38.2352941176469,29.2766248185157,43.1578947368422,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F10, F11, F12",24.2666666666667,"2025-05-12",3
"Lab_24","R02","Ilo mariculture","C.Cham","many",NA,"Yes","Full",NA,NA,0.0323265306122449,0.000528,32.3265306122449,0.0153333333333333,0.00933333333333333,0.00233333333333333,9078,0.000792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G01",24.5,"2025-05-12",1
"Lab_25","R03","Ilo mariculture","C.Cham","many",NA,"Yes","Full",NA,NA,0.0128234331423991,0.000216,12.8234331423991,0.0113333333333333,0.00633333333333333,0.00283333333333333,4217.5,0.000324,0.0115799200731915,0.00020364675298172,11.5799200731915,0.00424264068711928,0.00424264068711928,0.00212132034355963,3285.92521217389,0.00030547012947259,0.00818824000935191,0.000144,8.18824000935191,0.003,0.003,0.00149999999999999,2323.5,0.000216,0.903028069363415,0.942809041582067,0.903028069363415,0.374350648863466,0.669890634808308,0.74870129772693,0.779116825648817,0.942809041582067,63.8537271448667,66.666666666667,63.8537271448667,26.4705882352941,47.3684210526316,52.941176470588,55.0918790752816,66.6666666666669,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G05, G06",24.5,"2025-05-12",2
"Lab_26","R01","Mercado Lima","C.Cham","many",NA,"Yes","Full",NA,NA,0.121023059741404,0.002016,121.023059741404,0.015,0.025,0.0065,32968.5,0.003024,0.033346378999902,0.00040729350596345,33.346378999902,0.00377123616632826,0.00659966329107445,0.00306412938514171,7923.13148319526,0.00061094025894517,0.0235794507188474,0.000288,23.5794507188474,0.00266666666666667,0.00466666666666667,0.00216666666666667,5602.5,0.000432,0.275537398171513,0.202030508910442,0.275537398171513,0.251415744421884,0.263986531642978,0.471404520791033,0.240324293892511,0.202030508910442,19.4834362717575,14.2857142857143,19.4834362717575,17.7777777777778,18.6666666666667,33.3333333333334,16.9934937895264,14.2857142857143,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G08, G09",25.25,"2025-05-12",2
"Lab_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_28","R02","Mercado Lima","C.Cham","many",NA,"Yes","Full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_29","R03","Mercado Lima","C.Cham","many",NA,"Yes","Full",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
