"join_id","n","PE_mg_per_g_sample_mean","PE_scaled_mean","PE_ug_per_g_mean","X455_mean","X564_mean","X565_mean","X592_mean","Xred_mean","diff_absorbance_mean","PE_mg_per_g_sample_sd","PE_scaled_sd","PE_ug_per_g_sd","X455_sd","X564_sd","X565_sd","X592_sd","Xred_sd","diff_absorbance_sd","PE_mg_per_g_sample_se","PE_scaled_se","PE_ug_per_g_se","X455_se","X564_se","X565_se","X592_se","Xred_se","diff_absorbance_se","PE_mg_per_g_sample_cv","PE_scaled_cv","PE_ug_per_g_cv","X455_cv","X564_cv","X565_cv","X592_cv","Xred_cv","diff_absorbance_cv","PE_mg_per_g_sample_max_dev_pct","PE_scaled_max_dev_pct","PE_ug_per_g_max_dev_pct","X455_max_dev_pct","X564_max_dev_pct","X565_max_dev_pct","X592_max_dev_pct","Xred_max_dev_pct","diff_absorbance_max_dev_pct","join_ids","avg_sample_weight","replicate_date","replicate_count","Sample Code","Location","variety","Ind_ID","Life Stage","Large Ind?","Type of analysis","Supplement for Carageenan","...10"
"Lab_04",2,2.36440677966102e-08,2.36440677966102,0.000372,0.0233333333333333,0.0128333333333333,0.0123333333333333,0.00633333333333333,5418,-5e-04,3.3437761347635e-08,3.3437761347635,0.000526087445202791,0.0028284271247462,0.00494974746830583,0.00424264068711928,0.00141421356237309,3999.39595439111,0.000707106781186548,2.36440677966102e-08,2.36440677966102,0.000372,0.00200000000000001,0.0035,0.003,0.000999999999999997,2828,5e-04,1.41421356237309,1.41421356237309,1.41421356237309,0.121218305346266,0.385694607919935,0.343997893550212,0.223296878269435,0.738168319378205,-1.4142135623731,99.9999999999999,99.9999999999999,99.9999999999999,8.57142857142859,27.2727272727272,24.3243243243243,15.7894736842105,52.1963824289406,-100,"B01, B02",23.9,"2025-05-06",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_05",6,1.31712105260759e-08,1.31712105260759,2e-04,0.0292222222222222,0.0188888888888889,0.0180555555555556,0.0142222222222222,5206.33333333333,-0.000833333333333329,1.73736601643918e-08,1.73736601643918,0.000291446049896031,0.0236940373808983,0.0226094047950225,0.0210633084524479,0.0195262406539015,2948.91299747325,0.00160208197875972,7.09276706121307e-09,0.709276706121307,0.0001189823516325,0.00967305025493861,0.00923025085597339,0.00859905966722489,0.00797155436614125,1203.88868994512,0.000654047229011617,1.31906328047798,1.31906328047798,1.45723024948016,0.810822571969905,1.19696848914825,1.16658323736634,1.37293879597745,0.566408796492717,-1.92249837451167,258.456913740976,258.456913740976,284,161.216730038023,240.588235294118,234.153846153846,275,102.36890966131,-19.9999999999998,"B02, B03, B04, B05, B06",17.9,"2025-05-06",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_06",5,8.59992049775321e-08,8.5999204977532,0.0008688,0.173266666666667,0.143066666666667,0.139266666666667,0.126466666666667,8504,-0.0038,8.35309807121224e-08,8.35309807121224,0.000598173219059497,0.286211305002285,0.255284307738995,0.247888908810199,0.243617140429632,4199.81684124439,0.00739594483484024,3.73561902199059e-08,3.73561902199059,0.000267511196027382,0.127997586782807,0.114166613138674,0.11085929019357,0.108948897296954,1878.21519001418,0.00330756708170825,0.971299452523375,0.971299452523375,0.688505086394449,1.6518543959347,1.78437307366492,1.77995865588941,1.92633479517369,0.493863692526386,-1.94630127232638,163.723368209338,163.723368209338,77.9005524861879,294.767218160831,318.685927306617,317.903303015797,344.385872430153,78.10442144873,-73.6842105263158,"B06, B07, B08, B09",19.32,"2025-05-06",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_07",5,5.34711193490243e-08,5.34711193490243,0.0005616,0.0194666666666667,0.0132666666666667,0.0128666666666667,0.00586666666666667,14058.2,-0.000399999999999999,3.32472116031159e-08,3.32472116031159,0.000252627789445263,0.00237580395749406,0.00292878435153184,0.00291166237358966,0.00134577528254576,11072.5902886362,0.000547722557505165,1.48686050413774e-08,1.48686050413774,0.000112978582041022,0.00106249183003395,0.00130979218029257,0.00130213499897497,0.000601849002842259,4951.8129144789,0.000244948974278317,0.621778859464301,0.621778859464301,0.449835807416778,0.122044723843873,0.220762639562701,0.22629500312873,0.229393514070299,0.787625036536411,-1.36930639376292,84.983034066411,84.983034066411,74.3589743589743,14.7260273972603,37.1859296482412,35.2331606217616,36.3636363636363,107.416312187905,-100,"B08, B10, B11, B12",19.72,"2025-05-06",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_08",5,2.37599005255054e-08,2.37599005255054,0.00036,0.018,0.0122,0.0124,0.007,8234.2,2e-04,1.2826300921607e-08,1.2826300921607,0.000269933325100848,0.00533853912601566,0.00329646275068696,0.00328633534503099,0.00445346307196246,2113.90271772378,0.00109544511501033,5.73609615211629e-09,0.573609615211629,0.000120717852863609,0.00238746727726266,0.0014742229591664,0.00146969384566991,0.00199164923283862,945.366034930386,0.000489897948556636,0.539829739936766,0.539829739936766,0.7498147919468,0.29658550700087,0.270201864810407,0.265027043954112,0.636209010280352,0.256722294542734,5.47722557505166,71.1398503130011,71.1398503130011,86.6666666666666,44.4444444444444,39.8907103825136,40.8602150537634,85.7142857142857,44.7135119380146,900,"B11, B12, C01, C02, C03",19.34,"2025-05-06",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_09",6,5.81692651052015e-08,5.81692651052015,0.000468,0.0282222222222222,0.0197222222222222,0.0195555555555556,0.0127222222222222,18656.3333333333,-0.000166666666666667,4.88588799048018e-08,4.88588799048018,0.000259710608177641,0.00830706972448212,0.00843647284557202,0.00821561295925607,0.00776149088389214,16744.5601275957,0.000408248290463863,1.99465541951145e-08,1.99465541951145,0.000106026411803852,0.00339134701378394,0.00344417561674958,0.00335400994572905,0.00316861538479982,6835.9380466603,0.000166666666666667,0.839943221157057,0.839943221157057,0.55493719696077,0.294344990237555,0.427764820338863,0.42011657178014,0.610073519257897,0.897526852057157,-2.44948974278318,104.291649965653,104.291649965653,74.3589743589743,42.9133858267717,56.056338028169,55.6818181818182,91.2663755458516,140.154371169755,-100,"C02, C03, C04, C05, C06",17.5166666666667,"2025-05-06",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_10",5,5.62156801723622e-08,5.62156801723622,0.0007104,0.0372666666666667,0.0268666666666667,0.0252666666666667,0.0168666666666667,16770,-0.0016,3.09842197493232e-08,3.09842197493232,0.000499292299159521,0.0199351727133504,0.0157843100718544,0.016188816441537,0.0150270127141462,8133.18218780325,0.00151657508881031,1.38565643178556e-08,1.38565643178556,0.00022329030431257,0.00891528026605009,0.00705895805972021,0.00723985880770858,0.0067202843855169,3637.2696490637,0.000678232998312527,0.551166856904032,0.551166856904032,0.702832628321397,0.534933078175772,0.587505337662075,0.640718328820724,0.890929607558074,0.484984030280456,-0.947859430506444,67.8443423976678,67.8443423976678,119.594594594595,79.7853309481216,97.2704714640198,105.804749340369,154.940711462451,82.6535480023852,-25,"C05, C06, C07, C08, C09",19.56,"2025-05-06",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_11",6,3.45981447149858e-08,3.45981447149858,0.000372,0.0408888888888889,0.0297222222222222,0.0288888888888889,0.0230555555555556,11814.5,-0.000833333333333334,1.44915058727842e-08,1.44915058727842,0.000130353365894402,0.0308542571646959,0.0242591716142041,0.0247140685680279,0.0224127113404342,4604.52489405802,0.00160208197875972,5.91613249881119e-09,0.59161324988112,5.32165387826002e-05,0.0125961977410195,0.00990376533956831,0.0100894762433041,0.00914995108939232,1879.78941639749,0.00065404722901162,0.418852108752161,0.418852108752161,0.350412273909684,0.754587811093105,0.816196428141447,0.855486988893274,0.972117600307991,0.389735062343562,-1.92249837451167,75.0404484472835,75.0404484472835,54.8387096774193,146.195652173913,154.579439252336,161.923076923077,184.819277108434,55.2922256549156,-20,"C08, C09, C10, C11, C12",17.7333333333333,"2025-05-06",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_12",4,3.7284413049667e-08,3.7284413049667,0.000276,0.0198333333333333,0.0113333333333333,0.0110833333333333,0.00633333333333333,14500.25,-0.00025,3.76934278621491e-08,3.76934278621491,0.000223857097274132,0.00288675134594813,0.00258198889747161,0.00211476292340825,0.0014142135623731,10987.6170414699,5e-04,1.88467139310745e-08,1.88467139310745,0.000111928548637066,0.00144337567297406,0.00129099444873581,0.00105738146170413,0.000707106781186548,5493.80852073496,0.00025,1.01097012877572,1.01097012877572,0.811076439399027,0.145550488030998,0.227822549776907,0.190805677299993,0.223296878269436,0.757753627797446,-2,146.314014844597,146.314014844597,117.391304347826,17.6470588235294,32.3529411764706,26.3157894736842,26.3157894736842,107.010223961656,-100,"C11, C12, D01, D02",13.675,"2025-05-06",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_13",6,5.2597312958904e-08,5.2597312958904,0.000516,0.0155555555555556,0.0117222222222222,0.0117222222222222,0.00538888888888889,20764.5,0,3.60080431178695e-08,3.60080431178695,0.00027895806136407,0.00333111036987613,0.00382632209056435,0.00382632209056435,0.0013235754046717,17742.5643101554,0,1.47002220458193e-08,1.47002220458193,0.000113884151662995,0.00135992011384838,0.00156208945223701,0.00156208945223701,0.000540347396257237,7243.37154806609,0,0.684598529700629,0.684598529700629,0.540616397992383,0.214142809492037,0.326416102512599,0.326416102512599,0.24561193076382,0.854466243355505,NA,90.1237808063186,90.1237808063186,72.093023255814,31.4285714285714,39.3364928909953,39.3364928909953,38.1443298969072,130.431746490404,-Inf,"D02, D03, D04, D05, D06",18.0333333333333,"2025-05-06",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_14",4,1.40635136319803e-08,1.40635136319803,0.000132,0.0155,0.009,0.009,0.006,9655.25,0,7.9404290264444e-09,0.79404290264444,1.3856406460551e-05,0.0019340994650588,0.00246456366809098,0.00246456366809098,0.00246456366809098,6805.11701466869,0,3.9702145132222e-09,0.39702145132222,6.92820323027549e-06,0.000967049732529401,0.00123228183404549,0.00123228183404549,0.00123228183404549,3402.55850733435,0,0.56461203325376,0.56461203325376,0.104972776216295,0.124780610648955,0.273840407565665,0.273840407565665,0.410760611348497,0.704810027152968,NA,55.1403325593351,55.1403325593351,9.09090909090938,16.1290322580645,33.3333333333333,33.3333333333333,50,72.1032598845188,-Inf,"D05, D06, D08, D09",17.65,"2025-05-06",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_15",5,1.91455418281089e-08,1.91455418281089,0.0002256,0.0164666666666667,0.00906666666666667,0.00886666666666667,0.00486666666666667,9484.6,-2e-04,9.99769425170761e-09,0.999769425170761,0.000157926565213076,0.00448825628105665,0.00197765292989218,0.00237580395749406,0.00146439217576592,4603.63142529895,0.000447213595499958,4.47110479301542e-09,0.447110479301542,7.06269070538983e-05,0.00200720922897661,0.000884433277428107,0.00106249183003395,0.000654896090146283,2058.80656206454,2e-04,0.522194375143216,0.522194375143216,0.700029101121791,0.272566170914371,0.218123484914578,0.267947814754969,0.300902501869709,0.485379607500469,-2.23606797749979,75.9957450036553,75.9957450036553,112.765957446808,35.6275303643725,33.8235294117647,43.609022556391,43.8356164383561,56.4747063661093,-100,"D08, D09, D10, D11, D12",18.98,"2025-05-06",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_16",3,3.0286991764597e-08,3.0286991764597,0.00024,0.0184444444444444,0.0124444444444444,0.0114444444444444,0.00844444444444445,12332.6666666667,-0.000999999999999999,2.67287522895056e-08,2.67287522895056,0.000145986300727157,0.00892146807384259,0.00793258633271179,0.00734342739638147,0.00634501846011966,9885.13056733867,0.000999999999999997,1.54318523294489e-08,1.54318523294489,8.42852300228218e-05,0.00515081199399967,0.0045798808545611,0.00423972978407531,0.00366329811596323,5707.18279402758,0.000577350269189624,0.882515916313264,0.882515916313264,0.608276253029822,0.483694052196285,0.63743997316434,0.641658704538187,0.75138376501417,0.801540399535543,-0.999999999999999,100.066285476295,100.066285476295,70,51.8072289156626,68.75,66.0194174757282,77.6315789473684,80.3908319368615,-2.38524477946811e-13,"D11, D12, E02",15.2666666666667,"Mixed (2025-05-06; 2025-05-12)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_17",3,9.02244897959187e-09,0.902244897959187,6.40000000000003e-05,0.0171111111111111,0.00777777777777778,0.00777777777777778,0.00477777777777777,6428.66666666667,0,8.58008382247321e-09,0.858008382247321,4.99599839871872e-05,0.00643198028373614,0.00167774098561572,0.00167774098561572,0.000693888666488711,4401.73480951923,0,4.95371370457446e-09,0.495371370457446,2.88444102037119e-05,0.00371350554823742,0.000968644209675706,0.000968644209675706,0.000400616808384888,2541.34277717728,0,0.950970611402818,0.950970611402818,0.780624749799796,0.375894951646917,0.21570955529345,0.21570955529345,0.14523251159066,0.68470415993766,NA,103.573852069667,103.573852069667,87.4999999999996,42.2077922077922,22.8571428571429,22.8571428571429,16.2790697674419,70.0404438452764,-Inf,"E02, E03, E05",14.6,"Mixed (2025-05-06; 2025-05-12)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_18",4,1.34737166328171e-08,1.34737166328171,0.000102,0.0124166666666667,0.00566666666666667,0.00566666666666667,0.00291666666666667,6542.5,0,1.18829216437193e-08,1.18829216437193,7.68374908491946e-05,0.0032702361450581,0.00115470053837925,0.00115470053837925,0.00106718737290548,4709.34938889298,0,5.94146082185967e-09,0.594146082185967,3.84187454245973e-05,0.00163511807252905,0.000577350269189627,0.000577350269189627,0.000533593686452739,2354.67469444649,0,0.881933468511344,0.881933468511344,0.753308733815636,0.263374723091927,0.203770683243398,0.203770683243398,0.365892813567592,0.719808848130375,NA,126.856765425817,126.856765425817,111.764705882354,34.2281879194631,29.4117647058824,29.4117647058824,37.1428571428572,103.790599923577,-Inf,"E05, E06, E07, E08",13.925,"Mixed (2025-05-06; 2025-05-12)",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_19",3,4.85829959514166e-10,0.0485829959514166,7.99999999999994e-06,0.0137777777777778,0.00611111111111111,0.00611111111111111,0.00411111111111111,1935,0,8.41482173717651e-10,0.0841482173717651,1.38564064605506e-05,0.00214303350244288,0.00157527187541754,0.00157527187541754,0.00157527187541753,358.233164293872,0,4.85829959514157e-10,0.0485829959514157,7.99999999999979e-06,0.00123728096951778,0.000909483641319162,0.000909483641319162,0.000909483641319159,206.826013837718,0,1.73205080756884,1.73205080756884,1.73205080756884,0.155542754209564,0.257771761431961,0.257771761431961,0.383174239966427,0.185133418239727,NA,199.999999999996,199.999999999996,199.999999999996,17.741935483871,29.0909090909091,29.0909090909091,43.2432432432431,19.6899224806202,-Inf,"E10, E11, E12",25.4,"2025-05-12",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_20",3,4.76041412580968e-08,4.76041412580968,0.00056,0.0118888888888889,0.0112222222222222,0.0112222222222222,0.00522222222222222,13260.6666666667,0,1.95623830746649e-08,1.95623830746649,0.00010822199406775,0.00236486629486586,0.00252395926480012,0.00252395926480012,0.00283496684937179,9405.58027626862,0,1.12943471341484e-08,1.12943471341484,6.24819974072533e-05,0.00136535619193828,0.001457208560956,0.001457208560956,0.00163676887362847,5430.31430438832,0,0.410938682174791,0.410938682174791,0.193253560835267,0.198913987418624,0.224907261219813,0.224907261219813,0.542865992432897,0.709284119169621,NA,46.6173247174699,46.6173247174699,20,21.4953271028037,25.7425742574258,25.7425742574258,55.3191489361702,81.8686843295963,-Inf,"E12, F02, F03",20.0333333333333,"Mixed (2025-05-06; 2025-05-12)",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_21",6,9.18369538486437e-08,9.18369538486438,9e-04,0.0147222222222222,0.0162222222222222,0.0150555555555556,0.00722222222222222,25071.3333333333,-0.00116666666666667,3.53631079872162e-08,3.53631079872162,0.000289097907290938,0.00252469286727595,0.00437501322749323,0.00367826448608982,0.00240985630430684,15426.2658821462,0.00147196014438798,1.443692838127e-08,1.443692838127,0.000118023726428206,0.00103070154701172,0.0017860916708809,0.00150164518832011,0.000983819716496829,6297.74667462719,0.000600925212577332,0.385064034740286,0.385064034740286,0.321219896989931,0.171488572116857,0.269692596215336,0.244312770293789,0.333672411365562,0.615294993570858,-1.26168012376112,53.9827185090792,53.9827185090792,62.6666666666667,27.5471698113207,43.8356164383561,35.7933579335793,63.076923076923,68.0910468795703,-14.2857142857143,"F02, F03, F04, F05, F06",16.85,"Mixed (2025-05-06; 2025-05-12)",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_22",5,5.37081991877827e-08,5.37081991877827,0.0005328,0.0116666666666667,0.0106666666666667,0.0104666666666667,0.00486666666666666,18183.6,-2e-04,3.34859894559656e-08,3.34859894559656,0.00013932408262752,0.00198606254796883,0.00263523138347365,0.00254514788917614,0.00177325814376938,16292.5394368097,0.000447213595499958,1.49753897434761e-08,1.49753897434761,6.23076239315864e-05,0.000888194172964947,0.00117851130197758,0.00113822473859759,0.000793025150224688,7286.24514136053,2e-04,0.623480026557712,0.623480026557712,0.261494149075675,0.170233932683042,0.247052942200654,0.24316699578116,0.364368111733435,0.896001860842172,-2.23606797749979,79.9849336386912,79.9849336386912,41.4414414414414,22.8571428571428,40.625,39.4904458598726,52.0547945205479,103.634043863701,-100,"F05, F06, F07, F08, F09",18.52,"Mixed (2025-05-06; 2025-05-12)",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_23",3,4.68688524590164e-08,4.68688524590164,0.00076,0.0137777777777778,0.0121111111111111,0.0117777777777778,0.00377777777777778,11709,-0.000333333333333334,1.84434098192794e-08,1.84434098192794,0.000303894718611562,0.00386340858904749,0.00422075998071613,0.00407340061773852,0.00126197963240006,3271.27864909121,0.000577350269189626,1.06483076239356e-08,1.06483076239356,0.000175453697595691,0.00223053998887608,0.00243685691105126,0.00235177894316852,0.000728604280477998,1888.67360864708,0.000333333333333334,0.393511017480254,0.393511017480254,0.399861471857318,0.280408687914737,0.348503117673809,0.345854769430629,0.334053432105897,0.279381556844411,-1.73205080756888,42.392444910808,42.392444910808,43.1578947368422,32.258064516129,39.4495412844037,37.7358490566038,38.2352941176469,29.2766248185157,-100,"F10, F11, F12",24.2666666666667,"2025-05-12",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_24",1,3.23265306122449e-08,3.23265306122449,0.000528,0.0153333333333333,0.00933333333333333,0.00933333333333333,0.00233333333333333,9078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,-Inf,"G01",24.5,"2025-05-12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lab_25",2,1.28234331423991e-08,1.28234331423991,0.000216,0.0113333333333333,0.00633333333333333,0.00633333333333333,0.00283333333333333,4217.5,0,1.15799200731915e-08,1.15799200731915,0.000203646752981726,0.00424264068711928,0.00424264068711928,0.00424264068711928,0.00212132034355963,3285.92521217389,0,8.18824000935191e-09,0.818824000935191,0.000144000000000001,0.003,0.003,0.003,0.00149999999999999,2323.5,0,0.903028069363415,0.903028069363415,0.942809041582067,0.374350648863466,0.669890634808308,0.669890634808308,0.74870129772693,0.779116825648817,NA,63.8537271448667,63.8537271448667,66.666666666667,26.4705882352941,47.3684210526316,47.3684210526316,52.941176470588,55.0918790752816,-Inf,"G05, G06",24.5,"2025-05-12",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
